text,label
"i made a payment with my card and was charged a fee, why would you do that",card_payment_fee_charged
Can I get money out of any machine?,atm_support
"Can I use my account now, even though my identity verification has not gone through yet?",why_verify_identity
"My card still hasn't arrived after two weeks, now what?",card_arrival
What do I do to verify a top-up?,verify_top_up
Will I receive a new card when mine expires?,card_about_to_expire
I got charged a fee that shouldn't be there from my cash,cash_withdrawal_charge
Is there a list of ATMs that take this card?,atm_support
How much longer until I get my new card?,card_arrival
How do I track the card you sent to me?,card_arrival
I tried to buy something online yesterday but it kept saying declined. Tried another time today but same thing happened. What's Broken?,declined_transfer
Why did I get charged extra?,card_payment_fee_charged
what steps do you take to check identity,verify_my_identity
the transfer to an account wasn't allowed is there any other way for me to do it,beneficiary_not_allowed
I already have an account. Why can't I use it unless my identity is verified?,why_verify_identity
Can I get a Visa instead of a MasterCard?,visa_or_mastercard
Explain the extra ATM fees.,cash_withdrawal_charge
I was charged a fee when buying stuff with my card.,card_payment_fee_charged
My top up was reverted. Can you help?,top_up_reverted
Can I change my name?  I am not married.,edit_personal_details
The top-up I ordered didn't process.,top_up_failed
why wasn't a transfer to account approved,beneficiary_not_allowed
I need to exchange some foreign currency. What's the charge for doing that?,exchange_charge
"
Do I need to go to a physical bank to change my PIN?",change_pin
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,cash_withdrawal_charge
"I have lost my phone, what steps can I take to prevent someone using my account?",lost_or_stolen_phone
I want a refund on a direct debit.,direct_debit_payment_not_recognised
Is it possible for me to top up with cash?,top_up_by_cash_or_cheque
What can I use to receive my salary?,receiving_money
what happened to the money after i put in the wrong info and it got declined,topping_up_by_card
I can't see a top-up top-up verification code.,verify_top_up
Can this convert money?,exchange_via_app
Are there limitations to what currency I can hold?,fiat_currency_support
"I didn't mean to do the transfer, is there any way to cancel it?",cancel_transfer
I have a transfer waiting.,pending_transfer
Is it possible to cancel my transfer?,cancel_transfer
How can I solve my issue with holding multiple currencies?,fiat_currency_support
How do I fix a broken card?,card_not_working
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,pending_cash_withdrawal
"I found my card, how can I use it again?",card_linking
I need to actuate my card.,activate_my_card
A seller is stating that they haven't received money yet when the money has already deducted from my account.,reverted_card_payment?
My cash withdrawal isnt showing on my account,pending_cash_withdrawal
"I think my card is broken or something. I tried using it and it wouldn't go through, please help.",card_not_working
I still don't have a refund.,Refund_not_showing_up
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",transfer_not_received_by_recipient
I need my card delivered as soon as possible.,card_delivery_estimate
Can I use my card no matter where I go?,card_acceptance
I accidentally left my phone at the hotel so now I'm not able to use the app.,lost_or_stolen_phone
"how long does it take to transfer money, my retailer is waiting",transfer_not_received_by_recipient
I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,pending_top_up
What is the fee on my statement for?,extra_charge_on_statement
Why is it saying I have a pending payment?,pending_card_payment
Can you see my new balance yet?,balance_not_updated_after_bank_transfer
Which flat currencies are supported for holding and exchange?,fiat_currency_support
What went wrong when I tried to do my transfer?,failed_transfer
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,card_payment_wrong_exchange_rate
Can I automatically top-up when traveling?,automatic_top_up
I was charged a fee with my cash withdrawal that I shouldn't have been charged.,cash_withdrawal_charge
When can I expect my refund?,Refund_not_showing_up
How long does it take for my physical card to be delivered.,card_delivery_estimate
I requested money from the ATM and it didn't give me as much as I requested.,wrong_amount_of_cash_received
Hi I am trying to transfer money to another country but it is showing pending and it has been a long time.  I have checked numbers and they are correct.  Could you please help?,pending_transfer
I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money?,direct_debit_payment_not_recognised
"The transfer finally worked, but how long does it stay pending?",pending_transfer
Why do you keep declining my payment?I tried several times with this card and it is just not working.,declined_card_payment
Am I charged for receiving money?,top_up_by_bank_transfer_charge
Who is giving me my money?,verify_source_of_funds
"I don't know what my passcode is, can you help?",passcode_forgotten
I cannot withdraw money from the ATM,declined_cash_withdrawal
What is the time for a transfer?,transfer_not_received_by_recipient
I need a new card before it expires.,card_about_to_expire
Where do I pay with my card?,card_acceptance
Im not sure why Im being charged an extra fee just for purchasing an item from another country? I paid for the item and the shipping why am I getting charged extra?,transfer_fee_charged
I would like to receive instructions showing the verification process for top up cards..,verify_top_up
My card don't work.,card_not_working
What's the exchange fee?,exchange_charge
Who can request disposable cards?,disposable_card_limits
"phone is gone, what should i do",lost_or_stolen_phone
Why was I charged twice for the same thing?,transaction_charged_twice
I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?,Refund_not_showing_up
This fee shouldn't be there after I paid with a card.,card_payment_fee_charged
Can I change my PIN online?,change_pin
The App shows a fraudulent payment made on my account.,card_payment_not_recognised
Can I have more than 2 disposable cards?,disposable_card_limits
"I might need to exchange between USD and GBP, is this possible with your app?",exchange_via_app
How long will it take for my money to be deposited?,pending_top_up
"I desperately need to top-up my card, so why is it being declined? Can you solve this for me? I need to use my card immediately!",top_up_failed
Why can't I use my beneficiary?,beneficiary_not_allowed
How do i secure a top-up card?,verify_top_up
Change my pin?,change_pin
"It says that my payment is pending, what does that mean?",pending_card_payment
I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times?,failed_transfer
How old do I need to be?,age_limit
my cash withdrawal has not come out of my account yet.,pending_cash_withdrawal
How much is the limit for top-ups?,top_up_limits
Can I get a full list of instructions for identity checks?,verify_my_identity
Can I have it by a certain date?,card_delivery_estimate
"I would like to top up my account with a bank transfer, is that allowed?",transfer_into_account
What is the procedure for an expired card?,card_about_to_expire
"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",transaction_charged_twice
Why can't I edit my personal details?,edit_personal_details
Help me to set up contactless payments.,contactless_not_working
What can I do if my passcode won't work?,passcode_forgotten
Why does it matter that I prove my identity?,why_verify_identity
I would like to have assistance with activating my card.,activate_my_card
Why was the exchange rate so wrong when I bought something!,card_payment_wrong_exchange_rate
There is payment showing that I didn't do.,card_payment_not_recognised
It seems like a transfer is pending.,pending_transfer
how long does it take to reflect in my balance a top up,pending_top_up
"I did a cash deposit to my account, but I am not seeing it on my statement.",balance_not_updated_after_cheque_or_cash_deposit
I did a money transaction and the recipient doesn't see it,transfer_not_received_by_recipient
The ATM machine ate my card.,card_swallowed
What countries can I use the card in?,country_support
Can I get an account for my daughter?,age_limit
Is it possible to exchange currencies?,exchange_via_app
Please explain the charge of 1L in error.  I have purchased nothing in this amount.,extra_charge_on_statement
"No transactions are being accepted, what's wrong with my card?",card_not_working
What is the estimated wait time on a US transfer into my account?,transfer_timing
How come my transfer got declined,declined_transfer
My identity can't be verified.,unable_to_verify_identity
Do I have a choice for a Mastercard?,visa_or_mastercard
I have been charged twice for the same thing!,transaction_charged_twice
"I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this",balance_not_updated_after_cheque_or_cash_deposit
I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently.,exchange_charge
My payment for my card is not working,declined_card_payment
Hello I changed my mind and want a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,request_refund
Is my card actually working? It's the first time I tried using it,declined_cash_withdrawal
How much is it to buy another card? I was hoping to buy another one.,getting_spare_card
"How long do transfers take, mine just says pending?",pending_transfer
Can an American resident apply to get a card?,country_support
there is a debit i dont recognize,direct_debit_payment_not_recognised
Seems like my top-up has been cancelled,top_up_reverted
I made a cash deposit and the balance wasn't updated.,balance_not_updated_after_cheque_or_cash_deposit
Can you help me retrieve my card?,lost_or_stolen_card
There is a payment that is not mine in the App.,card_payment_not_recognised
How much does it cost to us US cards?,top_up_by_card_charge
"I just did a transfer, but don't see the money in my account. What's up?",transfer_timing
I tried to top up but the app rejected it.,top_up_failed
I was issued a card about a week ago. why hasn't it come in yet?,card_arrival
"I want to add money to my card, what payments do you accept?",supported_cards_and_currencies
i'm not satisfied with the services and no longer want to be a customer,terminate_account
Can I re-link a lost card with the app?,card_linking
I would like to know the countries you are offer services in?,country_support
What are the requirements to verify my identity?,verify_my_identity
What is the first step that I should take after my card has been stolen?,lost_or_stolen_card
I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on?,transfer_not_received_by_recipient
I wish to be able to top up with cash.,top_up_by_cash_or_cheque
Is there a limit to my top-up?,top_up_limits
What currencies and cards do you support?,supported_cards_and_currencies
is it just visa or can i also use mastercard?,visa_or_mastercard
"If I were to transfer, what would the cost be?",top_up_by_bank_transfer_charge
Somebody stole my wallet and is using my card! Can you do something so they can't keep taking my money?,cash_withdrawal_not_recognised
The ATM machines keep declining my card and I don't know why. I thought I had money in my account. Why is this happening?,declined_cash_withdrawal
Why are my transfers being declined? It normally works but now it's declining my card. I've tried it a few times but it's still not working.,declined_transfer
Can I top-up automatically?,automatic_top_up
Can I convert currency with the app?,exchange_via_app
Does this app exchange currencies?,exchange_via_app
Is there any cost to change foreign money to local?,exchange_charge
I've just been married and need to update my name,edit_personal_details
I submitted a transaction but it was for the incorrect account.,cancel_transfer
Who can send me money?,receiving_money
Help!  The app says I took out cash but I didn't!,cash_withdrawal_not_recognised
Why is my identity not verified?,unable_to_verify_identity
My account balance has not updated since I deposited a cheque recently.,balance_not_updated_after_cheque_or_cash_deposit
Why is there an extra pound charge that is pending?,extra_charge_on_statement
Can I order a second card?,getting_spare_card
I sent a payment but it isn't showing up in the app,transfer_not_received_by_recipient
What's the limit on total number of cards I can have?,getting_spare_card
"I don't know what's wrong with my card, but it has not worked at multiple places today.",card_not_working
How can I get my PIN unblocked?,pin_blocked
There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before.,card_payment_not_recognised
I know there's an auto-top option but I can not locate it when I look?,automatic_top_up
I got declined when attempting a transfer,declined_transfer
I couldn't make a transfer,failed_transfer
"Although I am not located in the UK area, may i still receive a card?",country_support
Show me where to order my card.,order_physical_card
"Hi! A seller that I requested a refund from a long time ago has yet to send the money into my account, even though I keep checking it. Can the seller be contacted by you guys to see what's going on?",Refund_not_showing_up
"I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it.",declined_cash_withdrawal
"I was charged extra when I made a cash withdraw, why?",cash_withdrawal_charge
Will it be possible to change from USD to GBP with this App?,exchange_via_app
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,card_payment_wrong_exchange_rate
I don't recognize this payment,card_payment_not_recognised
"found card, how to put it back in app",card_linking
A refund is taking too long.,Refund_not_showing_up
Does the PIN come under separate cover?,get_physical_card
It says pending status for my payment. Why?,pending_card_payment
"I tried to make a top-up and it was canceled, why is that?",top_up_reverted
How long before I can see that my cash withdrawal has taken place?,pending_cash_withdrawal
There's a cash withdrawal I am certain I did not make,cash_withdrawal_not_recognised
Does google play offer the service to Top up?,apple_pay_or_google_pay
I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,top_up_failed
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,balance_not_updated_after_cheque_or_cash_deposit
When did I get a $1 extra fee on my statement?,extra_charge_on_statement
Can I get my card fast tracked?,card_delivery_estimate
What currencies do you accept for adding money?,supported_cards_and_currencies
Please tell me how to change my pin.,change_pin
Why was my cash withdrawal declined by the ATM?,declined_cash_withdrawal
Can you tell me the countries you operate in?,country_support
Tell me why my balance did not change when I tranferred cash.,balance_not_updated_after_bank_transfer
Can you tell me when my money transfer will go through,pending_transfer
I need another card,getting_spare_card
I would like to track the card you sent to me.,card_arrival
How long until the transfer is reflected on my account balance?,transfer_timing
I tried to do a transfer and it hasn't worked!,failed_transfer
I don't understand why there is an extra €1 fee in my statement.,extra_charge_on_statement
What are the steps for changing my passcode?,passcode_forgotten
What do I need to do to perform identity checks?,verify_my_identity
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient
How can I top up my account and which currency can I use?,supported_cards_and_currencies
Please let me know how to change my PIN?,change_pin
Why do I need to verify my identity?,why_verify_identity
Why can't I get my top up to work in Apple Pay?,apple_pay_or_google_pay
"I tried again to top up my card after doing it a couple days ago when it had worked. Now, it doesn't seem to be working. Can you tell me what the deal is here please?",top_up_failed
"how many virtual cards can i have, i want 8",getting_virtual_card
Card payment didn't go through.,declined_card_payment
How many disposable cards can I have at one time?,disposable_card_limits
Where is the PIN number found?,get_physical_card
Which ATM's can I use to make a withdrawal?,atm_support
When the time is right will this automatically replenish my balance?,automatic_top_up
"My card payment reverted back, I think.",reverted_card_payment?
Where can I located the auto-top up option?,automatic_top_up
Can I purchase with cash or cheque?,top_up_by_cash_or_cheque
"If I exchange currency frequently, can I get a discounted rate?",exchange_charge
Looking at my statement I see that I was double charged for a payment I made.,transaction_charged_twice
Am I able to get both a Visa and MasterCard from you?,visa_or_mastercard
What forms of ID do you need for identity verification?,verify_my_identity
"Hello, I see that I have been charged an extra $1 on my app.  Could you please provide me with a reason for this charge?",extra_charge_on_statement
Why hasn't my card arrived yet?,card_arrival
What is the wait time for delivery to the US?,card_delivery_estimate
how can i track card you sent,card_arrival
Explain the extra fee on my card when paying.,card_payment_fee_charged
Can you convert to EUR?,fiat_currency_support
My card doesn't work. I can't get cash out at an ATM,declined_cash_withdrawal
"I don't want to buy this car anymore, can I cancel the transaction and get a quick refund back?",request_refund
There's a $200 withdrawal on my statement that seems fishy to me.,cash_withdrawal_not_recognised
"In reviewing my statement, I show I have two charges for the same purchase at the same time, which I have not made in duplicate? How do I get this solved?",transaction_charged_twice
Where will I get my card?,order_physical_card
Why is my card payment cancelled?,reverted_card_payment?
I have lost my card! What is my next step?,lost_or_stolen_card
Please send my refund now.,Refund_not_showing_up
"Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on?",failed_transfer
I added funds to my account but the app didn't process it.,top_up_failed
Can I choose between Mastercard and Visa?,visa_or_mastercard
Where can I find the verification code for the top up card?,verify_top_up
What is this random charge of one pound doing on my account?,extra_charge_on_statement
Do you know how I can verify that I did a top-up to my card?,verify_top_up
How do the foreign exchange rates work?,exchange_rate
Do you accept any card and currency?,supported_cards_and_currencies
There's a cash withdrawal I didn't make,cash_withdrawal_not_recognised
I notice there's a pending payment on my card.,pending_card_payment
Why am I charged a fee for using my card on some purchases?,card_payment_fee_charged
"I am traveling, what can I do to set up auto top-up?",automatic_top_up
"I deposited some money, but the balance has not changed.",balance_not_updated_after_cheque_or_cash_deposit
I added money but my top-up wasn't processed by the app.,top_up_failed
Top up did not work on the app.,top_up_failed
"Can I get money in my home currency at some ATM? I'm on holiday and am a bit concerned because I don't have any cash with me, it is possible to withdraw here already without any additional cost?",wrong_exchange_rate_for_cash_withdrawal
I need help finding the verification code on the top up card.,verify_top_up
How can I top up with a cheque?,top_up_by_cash_or_cheque
Can I choose the day it's delivered?,card_delivery_estimate
I need my card right away.,card_delivery_estimate
I've been trying to make a transfer and it doesn't seem to be working. (5 times) What is wrong with your system?,failed_transfer
Can you tell me where to find my top-up verification code?,verify_top_up
Can I setup top ups in advance?,automatic_top_up
Why do you keep declining my payment?I tried several times already with this card and it is just not working.,declined_card_payment
Why was a payment I made reverted?,reverted_card_payment?
My latest payment was declined! What happened! I was told everything had been resolved and was back to working order again.,declined_card_payment
I got charged twice,transaction_charged_twice
What do I need to do to request cash back? The ATM actually just gave me the wrong amount. The app I actually chose the right amount.,wrong_amount_of_cash_received
What if my top up is reverted?,top_up_reverted
Can I use my American Express card with Apple Pay?,apple_pay_or_google_pay
Why did I not get the amount I specified at the ATM?,wrong_amount_of_cash_received
I cannot get my card out of the ATM.,card_swallowed
Will you guys do Visa or Mastercard?,visa_or_mastercard
My new card came in.  How do I activate?,activate_my_card
How can I fix this?  There is a double charge on my account.,transaction_charged_twice
I am wondering about a transfer from a different country that doesn't show up yet?,balance_not_updated_after_bank_transfer
I've been waiting ages and my PIN hasn't gotten here.,get_physical_card
Is there a reason I was charged an extra fee for using the ATM?,cash_withdrawal_charge
What are the details of disposable card limitations?,disposable_card_limits
The card has suffered a security breach.,compromised_card
can you top up your account automatically,automatic_top_up
Got only $20 when I tried to withdraw $100.,wrong_amount_of_cash_received
Is it possible to order a virtual card?,getting_virtual_card
why is my top up failing,top_up_failed
Why did my payment fail?,declined_card_payment
where is this money from,verify_source_of_funds
Can I get an account for my son?,age_limit
I used an ATM and wanted to know why I was charged an extra fee.,cash_withdrawal_charge
my exchange rate looks wrong for my last payment,card_payment_wrong_exchange_rate
"Would you please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",declined_cash_withdrawal
What should I do about a direct debit that I did not set up?,direct_debit_payment_not_recognised
A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here?,transfer_fee_charged
"Can you check about unauthorized use of my card, I think someone is using mine without my knowledge?",compromised_card
How do I change my name?,edit_personal_details
Can you tell me why my transfer declined?,declined_transfer
I would like to get a Visa card,visa_or_mastercard
Can I have it delivered on a specific date?,card_delivery_estimate
How long does it take for a money transfer to show up?,pending_transfer
Why is there an extra fee on a transfer?,transfer_fee_charged
how come when i asked for 100 it only gave me 20.00 in the app,wrong_amount_of_cash_received
"My app says I made a withdrawal, but I didn't.",cash_withdrawal_not_recognised
I am trying to transfer money and something is going wrong.,failed_transfer
I have a transfer that is still pending.,pending_transfer
I made a bank transfer but it doesn't seem to have gone through?,balance_not_updated_after_bank_transfer
Why isn't my balance updating after depositing cheques and cash.,balance_not_updated_after_cheque_or_cash_deposit
How do i authenticate a top-up card?,verify_top_up
Does it matter which card I use,visa_or_mastercard
The card payment I attempted to make failed.,declined_card_payment
I found my lost card. Am I still able to use it?,card_linking
I am having a problem proving who I am,unable_to_verify_identity
There has been a transfer pending in my account and I wanted to know how long it is going to take to go  through.,pending_transfer
Will it cost me to get a second card?,getting_spare_card
Are there any restrictions on the disposable cards?,disposable_card_limits
I have cancelled payments to this card.,reverted_card_payment?
Is there an extra fee for using an ATM?,cash_withdrawal_charge
Is it possible to get a second card for my daughter?,getting_spare_card
How long will it take to verify my account?,unable_to_verify_identity
"I need multiple cards per day, and they all have to be disposable.",disposable_card_limits
It says the transfer wasn't accepted.,declined_transfer
I have a direct debit that I did not set up,direct_debit_payment_not_recognised
Can topping up be automatic?,automatic_top_up
I need quickly transfer something from China. About how long will it take?,transfer_timing
I am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate
I messed up and made a transaction using the wrong account.,cancel_transfer
My card stopped working after multiple transactions. Why?,card_not_working
Why hasn't my cheque processed?,balance_not_updated_after_cheque_or_cash_deposit
What is this extra fee while I was doing a transfer?,transfer_fee_charged
The ATM I used for foreign currency provided the wrong exchange rate.,wrong_exchange_rate_for_cash_withdrawal
Would it be possible for me to get a second card?,getting_spare_card
Where are the Mastercard ATMs?,atm_support
is it possible to top-up with google pay.,apple_pay_or_google_pay
Where can I find how to change my name?,edit_personal_details
Can I use my account even though the identity verification has not passed yet?,why_verify_identity
I need clarity on why my card is not working.,card_not_working
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that already.",transfer_not_received_by_recipient
I need to know which fiat currencies I can use with you.,fiat_currency_support
Would I get a Visa or Mastercard?,visa_or_mastercard
Do i need to verify my top up?,verify_top_up
How long does it take for a cash withdrawal to show?,pending_cash_withdrawal
How can I update my details since I moved?,edit_personal_details
My friends would like to add to my account. What is the procedure?,topping_up_by_card
This debit is not my transcation. How do I get my money out back?,direct_debit_payment_not_recognised
"I lost my card, what do I do now?",lost_or_stolen_card
Why do I have a charge for an ATM withdrawal? I thought these were free?,cash_withdrawal_charge
There were a couple of payments that I have noticed on my account with my card that I didn't make. Is it possible that somebody else has my card information?,card_payment_not_recognised
Why have I been charged for pulling cash out of my own account?,cash_withdrawal_charge
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,transfer_not_received_by_recipient
"I transferred money, but I think I've been charged a fee for it?",transfer_fee_charged
The recipient doesn't see the money transaction I made,transfer_not_received_by_recipient
I need to know what your exchange rates are.,exchange_rate
I don't know where this debit transaction on my statement came from.,direct_debit_payment_not_recognised
I can't find my PIN anywhere.,get_physical_card
What do I use to verify my identity?,verify_my_identity
"I have the cash already, my account still shows up as pending.  How can my account be still pending?",pending_cash_withdrawal
How can I exchange USD and GBP in the app?,exchange_via_app
I made a mistake and performed a transaction on the wrong account!,cancel_transfer
The app says I made a cash withdrawal even though I didn't.,cash_withdrawal_not_recognised
I don't live in the UK. Can I still get a card?,country_support
Can I stop a transaction?,cancel_transfer
Why wasn't my contactless accepted at the metro?,contactless_not_working
Why can't I top up by cheque?,top_up_by_cash_or_cheque
How long will it take for me to get my card?,card_arrival
I see a direct debit payment on my app that I did not do,direct_debit_payment_not_recognised
There is a direct debit payment I don't recognize.,direct_debit_payment_not_recognised
Can I use google pay to top up?,apple_pay_or_google_pay
Some cash I didn't get shows in my app,cash_withdrawal_not_recognised
Money was transferred to me and I am unable to see it,pending_transfer
How do I terminate my account.,terminate_account
My transfer to an account failed.,beneficiary_not_allowed
My top up is incomplete.,pending_top_up
I sent money about 5 days ago and the recipient has not received the money yet.,transfer_not_received_by_recipient
Will you charge me more if I use a European bank card for a top up?,top_up_by_card_charge
How do I know it is a Mastercard ATM?,atm_support
Is there an exchange rate?,exchange_rate
What can I do if my card details where stolen from my car? I think they used my card to buy gas.,compromised_card
An extra pound was charged!,extra_charge_on_statement
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",card_linking
I'd like to discuss an order I placed quite a long time ago. I have yet to receive it and am growing upset.  I want a refund as I now refuse to pay for the product.,request_refund
"My transfer was declined, why is that?",declined_transfer
Do I get charged if I am receiving money?,top_up_by_bank_transfer_charge
I don't have my card after 1 week. What are my next steps?,card_arrival
Is it free for top ups?,top_up_by_card_charge
Can the exchange rate change while I am in the process of making a withdrawal?,wrong_exchange_rate_for_cash_withdrawal
Looks like my top-up has been cancelled,top_up_failed
How do I change my currency to another?,exchange_via_app
What can I use to verify my identity?,verify_my_identity
I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,transaction_charged_twice
I would like to order a virtual card.,getting_virtual_card
I made a card payment but it didn't work. Why not?,declined_card_payment
Is there a reason my top-up has not gone through?,pending_top_up
Why was I charged for getting cash?,cash_withdrawal_charge
"How long does the ""pending"" period of a transfer take?",pending_transfer
My credit card payment has been in pending status for a super long time.  I don't get it.  Why is it like this?  When will it go through?,pending_card_payment
I was just needing to know why my card got declined,declined_card_payment
Why did my top up get pulled back out?,top_up_reverted
I have yet to receive my virtual card,getting_virtual_card
Why am I being charged for the same thing twice?,transaction_charged_twice
Is it simple to transfer money using my credit card?,topping_up_by_card
How long will this transfer from europe take?,transfer_timing
Is my account able to be topped up by my friends?,topping_up_by_card
I lost my phone and need help protecting it.,lost_or_stolen_phone
"what is going on, i have entered my passcode and its not working",passcode_forgotten
What types of fiduciary currencies are supported for tenure and exchange?,fiat_currency_support
Do you know the rate of exchange?,exchange_rate
What is the meaning of a pending payment?,pending_card_payment
"
Which cash machines will allow me to change my PIN?",change_pin
I need to order a new card as my other one was stolen.,lost_or_stolen_card
I'm not certain my top-up went through yet.,pending_top_up
How come I can't find my payment?,reverted_card_payment?
How can I make my card ready to use?,activate_my_card
Can I make an account for my daughter?,age_limit
I'm not sure how to provide my identity.,unable_to_verify_identity
My card was working but now it doesn't.,card_not_working
I want to reverse a transaction I did this morning,cancel_transfer
The amount of cash i have received is not correct.,wrong_amount_of_cash_received
I need to close my account as soon as possible.,terminate_account
What is the status of my card's delivery?,card_arrival
"Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet.",pending_transfer
How do I start an exchange between GBP and AUD?,exchange_via_app
Is there a reason my payment is still pending?,pending_card_payment
Why is my refund missing in my statement?,Refund_not_showing_up
My refund isn't showing up on my statement.,Refund_not_showing_up
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",transaction_charged_twice
"My cash withdrawal is showing as pending, why?",pending_cash_withdrawal
"I just topped up, and the app denied it.",top_up_failed
what currencies can I receive my salary in with this?,receiving_money
What does a transfer cost?,top_up_by_bank_transfer_charge
In what way can I change my PIN and where do I need to be?,change_pin
When can I expect my transfer to reach my account?,transfer_timing
The payment on my card shows as pending.,pending_card_payment
Is there a charge for top-ups?,top_up_by_card_charge
How do I validate my identity.,verify_my_identity
How can receive a physical card,order_physical_card
need my details changed,edit_personal_details
I'd like my account to be deleted. I'm not satisfied with the service you provide.,terminate_account
What documents do I need to validate my identity?,verify_my_identity
I don't know the code for the app.,passcode_forgotten
What ATMs take this card?,atm_support
For some reason I am unable to preform a transfer to a beneficiary.,beneficiary_not_allowed
There was an extra fee when I paid with the card.,card_payment_fee_charged
What is this €1 charge?,extra_charge_on_statement
Weird Direct Debit payment,direct_debit_payment_not_recognised
I believe that my card has been stolen!,lost_or_stolen_card
How can I setup automatic top-up?,automatic_top_up
Why would I receive an error that my transfer isn't possible when I've done it before?,beneficiary_not_allowed
My PIN tries have run out. Now what?,pin_blocked
I have some transactions on my account I did not make. Can you cancel my card and prevent further use.,compromised_card
Should i uninstall the app before i try it again?,contactless_not_working
I cannot activate my card.,activate_my_card
"My transfers keep on getting declined. My card was working fine up until now, however it has suddenly stopped working. Why is this?",declined_transfer
Is there a reason why my card was declined when I attempted to withdraw money?,declined_cash_withdrawal
Do you offer free ATM withdrawals of ones hometown currency while on holiday?,wrong_exchange_rate_for_cash_withdrawal
"I want a refund, but I haven't received the item yet. Can I cancel it and get my funds back? How do I do that.",request_refund
How do I see my source of funds?,verify_source_of_funds
Why is there a fee on a card payment?,card_payment_fee_charged
I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,top_up_failed
Can you please explain to me why there is an extra €1 fee in my statement?,extra_charge_on_statement
Why can't I transfer to another account?,beneficiary_not_allowed
I'd like more info on getting a virtual card.,getting_virtual_card
Why can't I see my funds after I topped up?,pending_top_up
How can I go about resetting my passcode?,passcode_forgotten
What's taking my top-up so long?,pending_top_up
"Why does the ATM continually decline my card? I've tried multiple times on different machines with the same results. I thought I had enough funds for this, so please help me understand why this is happening.",declined_cash_withdrawal
Is there a way to use a cheque to top up my account?,top_up_by_cash_or_cheque
Do I need to verify my top-up card?,verify_top_up
Can i choose a specific delivery date?,card_delivery_estimate
My card needs to be topped up.,topping_up_by_card
How often can I top up my account?,top_up_limits
My transaction went through but I was charged a fee. Why?,transfer_fee_charged
My app says I withdraw money from my account from an ATM.,cash_withdrawal_not_recognised
"I need to activate my card, how is that done?",activate_my_card
im worried about fraud how do you protect my account,verify_my_identity
do i need to wait for my card before i get pin,get_physical_card
I would like to dispute a direct debit transaction,direct_debit_payment_not_recognised
I have a payment that is still pending,pending_card_payment
Can this app exchange American and English currency?,exchange_via_app
The ATM is messed up. It gave me less than I wanted.,wrong_amount_of_cash_received
I'm not sure if my pop-up went through.,top_up_failed
Why do you require identification documents,why_verify_identity
I sent a transfer and it has been pending for awhile. How long will it stay pending?,pending_transfer
